id,text,date,sentiment
1219573541852545024,Γρονθοκόπησε οδηγό του ΟΑΣΘ επειδή δεν χωρούσε να μπει στο λεωφορείο ,2020-01-21 10:52:45+00:00,nrl
1219490223547207681,Επιβάτης έδειρε οδηγό του ΟΑΣΘ και έναν συνεπιβάτη του! ,2020-01-21 05:21:40+00:00,nrl
1219355887233650689,Σε κάθε στροφή το παράθυρο του αστικού ανοίγει μόνο του... Η μαγεία σου ΟΑΣΘ!!!,2020-01-20 20:27:52+00:00,neg
1219309587372892161,Οι εργαζόμενοι του ΟΑΣΘ καταγγέλλουν επιθέσεις απο τους αγανακτισμένους πολίτες ,2020-01-20 17:23:53+00:00,nrl
1219271189648101376,"Ως εκ τούτου, οι εργαζόμενοι στον ΟΑΣΘ επιφυλάσσονται «για την λήψη αποφάσεων απεργιακών κινητοποιήσεων και κάθε άλλου ένδικου μέσου για την αποφυγή επανάληψης τέτοιων φαινομένων βίας». Πείτε θελουμε εμφύλιο στη Θεσσαλονίκη, λιγότερο χώρο πιάνει... #ΟΑΣΘ #Θεσσαλονίκη",2020-01-20 14:51:19+00:00,neg
1219271082848538624,Ακινητοποιημένα από την άνοιξη 92 λεωφορεία του ΟΑΣΘ! ,2020-01-20 14:50:53+00:00,nrl
1218849805125980160,αλλη μια μέρα που χαλασε το λεωφορείο #οασθ,2020-01-19 10:56:53+00:00,neg
1218562105135325189,120 λεωφορεία στον #ΟΑΣΘ για τον αστικό ιστό &amp; αύξηση δρομολογίων με νέα λεωφορεία στον Νομό Θεσσαλονίκης μετά την συμφωνία με τα ΚΤΕΛ. ,2020-01-18 15:53:40+00:00,nrl
1218541926229651456,"Ο ΟΑΣΘ δεν ήταν δημόσιο, ιδιωτική εταιρία ήταν",2020-01-18 14:33:29+00:00,nrl
1218154458376364032,"Πιθανότερο είναι να περάσει μετεωρίτης από τη στάση, παρά λεωφορείο του ΟΑΣΘ",2020-01-17 12:53:49+00:00,neg
1218104675184074754,Χθες κάποιος στον δρόμο πέταξε πέτρα σε λεωφορείο του ΟΑΣΘ. Σοκαρισμένοι οι Θεσσαλονικείς δεν μπορούν να πιστέψουν ότι υπήρχε λεωφορείο στον δρόμο.,2020-01-17 09:36:00+00:00,neg
1217849485382033408,Η ανακοίνωση του ΟΑΣΘ για την ελεύθερη μετακίνηση ΑμεΑ... ,2020-01-16 16:41:58+00:00,nrl
1217748863123099649,"έσπασε τζάμι πόρτας λεωφορείου του ΟΑΣΘ λόγω υπερπληρότητας του κόσμου, διαβάζω. ρε αλήτες σε ποιον τα πουλάτε αυτά, ποια υπερπληρότητα, αφού τα σκρολ στους πίνακες τηλεματικής στα λεωφορεία το λένε καθαρά, ""Παίρνω το λεωφορείο γιατί έτσι μου αρέσει!""",2020-01-16 10:02:08+00:00,neg
1217520798514077697,Ρατσιστική επίθεση ελεγκτή - Τι απαντά ο ΟΑΣΘ ,2020-01-15 18:55:53+00:00,nrl
1217106083719847936,Στο Ελεγκτικό Συνέδριο ο φάκελος για τη σύμβαση ΟΑΣΘ-ΚΤΕΛ ,2020-01-14 15:27:57+00:00,nrl
1217088142114721793,"Συσφιγγονται οι σχέσεις παιδιά με τον ΟΑΣΘ, γνωστοί-άγνωστοι όλοι μια αγκαλιά. Δε μας λένε τυχαία ερωτική πόλη εδώ πάνω.",2020-01-14 14:16:40+00:00,neg
1217043559456571392,ΟΑΣΘ [Κλικ και διαβάστε στο cnn] (video)Ρατσιστική επίθεση #Ελεγκτή του ΟΑΣΘ κατά αλλοδαπού - Τι απαντά ο ΟΑΣΘ ,2020-01-14 11:19:30+00:00,nrl
1217011307213402112,"Ο δήμαρχος Θεσσαλονίκης τοποθετείται για τον ΟΑΣΘ,για την οπαδική βία και την καθαριότητα της πόλης ",2020-01-14 09:11:21+00:00,nrl
1216891101770080256,Η μέρα της μαρμότας σε λεωφορείο του ΟΑΣΘ! ,2020-01-14 01:13:42+00:00,neg
1216754008553152512,"- Κακοδιαχείριση, διασπάθιση δημοσίου χρήματος στον ΟΑΣΘ - Όχι κύριε Εισαγγελέα αυτά ήταν πριν τις εκλογές, ανακαλώ",2020-01-13 16:08:56+00:00,nrl
1216732609449025537,"Νίκο μου χωρατε χωρατε, εμείς εδώ στη Θεσσαλονίκη με τον ΟΑΣΘ έχουμε καταφέρει πολύ χειρότερα #kalomesimeraki",2020-01-13 14:43:54+00:00,neg
1216727806299820035,"Εσεις εχετε μετρα, εμεις εχουμε μασελες στον ΟΑΣΘ ",2020-01-13 14:24:49+00:00,neg
1216698380908466176,«Κωλοτούμπα» Καράογλου για τα περί διαφθοράς στον ΟΑΣΘ | Documento ,2020-01-13 12:27:53+00:00,nrl
1216683506337767427,"Κωλοτούμπα Νο. 2345 από την άριστη κυβέρνηση της ΝΔ αλλά και συγγνώμη από τον Θεόδωρο Καράογλου, Υφυπουργό Μακεδονίας–Θράκης, ο οποίος αναγκάστηκε να αποσύρει τα περί «κακοδιαχείρισης και διαφθοράς» κατά τη διάρκεια της διοίκησης του Στέλιου Παππά στον ΟΑΣΘ. #ΝΔ_απατεωνες",2020-01-13 11:28:47+00:00,neg
1216065187884781568,Συνελήφθησαν δύο άτομα για απόπειρα κλοπής μέσα σε λεωφορείο του ΟΑΣΘ ,2020-01-11 18:31:48+00:00,nrl
1216018530270838789,Τι ωρα που εχουμε αποκλειστει στην πλουτωνος εδω κ μιση ωρα εμεινε εμεινε το λεωφορειο του μες στη μεση! #οασθ,2020-01-11 15:26:24+00:00,neg
1215876496096710656,Μπήκα στον οασθ και μύριζε χλωρίνη ΤΑ ΎΣΤΕΡΑ ΤΟΥ ΚΟΖΜΟΥ,2020-01-11 06:02:01+00:00,pos
1215681734257389574,Τα μπλε λεωφορεία του οασθ δεν είναι αστικά είναι μαζικά τεστ iq! Γιατί πρέπει να εισαι πολυ ηλίθιος για να καθεσαι στην πόρτα ενώ πιο μέσα είναι άδειο το λεωφορείο και να μην μπορεί να μπει κόσμος,2020-01-10 17:08:06+00:00,neg
1215306621728903168,Πράσινο φως για την παραχώρηση 25 περιαστικών γραμμών του ΟΑΣΘ ,2020-01-09 16:17:32+00:00,nrl
1215304689102852096,Μόλις κατέβηκα από το 3αρι διότι έγερνε αριστερά δεξιά σαν βάρκα από τον πολύ κόσμο. #οασθ,2020-01-09 16:09:51+00:00,neg
1215281430105919489,Ήρθε στη στάση άδειο 31! ΟΑΣΘ τι έχεις πάθει? Δεν είσαι ο εαυτός σου!,2020-01-09 14:37:26+00:00,pos
1214544964161540097,Στην ίδια τελική ευθεία είμαστε στη #Θεσσαλονίκη από τον περασμένο Σεπτέμβρη και τις δηλώσεις του #ΠΘ στην #ΔΕΘ #ΟΑΣΘ #κυβερνηση_Μητσοτακη #Μητσοτακης,2020-01-07 13:50:59+00:00,neg
1213546917260603392,Τι κοινό έχει το 10 του ΟΑΣΘ με τον παοκ Και τα 2 κάνουν στάση Χαριλάου χαχαχαχααχψα #arispaok,2020-01-04 19:45:06+00:00,irr
1213516352981479430,"Αλγερινός χθες το απόγευμα, προχώρησε σε τρομοκρατικές απειλές εναντίον των Ελλήνων, «Θα σφάξουμε τους Έλληνες & θα βιάσoυμε τις Ελληνίδες», αφού συνελήφθη να ληστεύει και να ξυλοκοπεί ηλικιωμένους σε λεωφορείο του ΟΑΣΘ. ",2020-01-04 17:43:39+00:00,nrl
1213491994011545600,"Μου αρέσει που ο ΟΑΣΘ έχει αππ με τα δρομολόγια αλλά αφού δεν έρχονται στην ώρα τους τι γράφεις ώρες, γράψε ένα ""τώρα σε λίγο έρχεται""",2020-01-04 16:06:51+00:00,neg
1213209354742185985,"Ω ναι! Ο #οασθ ξαναγυρισε τα υπεροχα, αναπαυτικα προ20ετιας καθισματα! Ομορφια, εκμοντερνισμος, αισθητικη και χαρη στις συγκοινωνιες της πολης μας. Ώρα να επανέλθουν κ οι εισπρακτορες. #thessaloniki",2020-01-03 21:23:45+00:00,neg
1213201632403415040,Με γοργούς ρυθμούς προωθεί ο ΟΣΕΘ τις διαδικασίες για την υπογραφή της σύμβασης με ΚΤΕΛ και ΟΑΣΘ ,2020-01-03 20:53:04+00:00,nrl
1213106868660387841,Με γοργούς ρυθμούς προωθεί ο ΟΣΕΘ τις διαδικασίες για την υπογραφή της σύμβασης με ΚΤΕΛ και ΟΑΣΘ ,2020-01-03 14:36:30+00:00,irr
1213077020017614849,Οι αστικες συγκοινωνίες στην Θεσσαλονίκη ειναι μαγεια! Σε ταξιδεύουν στον χωροχρόνο. Τώρα λογικά είμαστε σε επαρχία της Ινδίας το 1975. #οασθ,2020-01-03 12:37:54+00:00,neg
1213061530461310978,Άγιε Βασίλη δεν είσαι εντάξει.. Ένα αμαξάκι ζήτησα αλλά τελικά πάλι στον ΟΑΣΘ κατέληξα σήμερα,2020-01-03 11:36:21+00:00,neg
1213014527194865665,Εμείς πάντως στη Θεσσαλονίκη κάνουμε σεξ στον ΟΑΣΘ,2020-01-03 08:29:34+00:00,neg
1212999273194885121,o ΟΑΣΘ σας εύχεται να ήταν 2004.,2020-01-03 07:28:57+00:00,nrl
1212752830299283456,Επιδοτείς την λειτουργία και κατασκευή? τι είναι οι εταιρείες? ΔΕΚΟ ή ΟΑΣΘ?,2020-01-02 15:09:41+00:00,nrl
1221123241282019328,Τροχαίο ατύχημα στα Βριλήσσια με έναν ελαφρά τραυματία. Λεωφορείο του ΟΑΣΑ συγκρούστηκε με Ι.Χ. στη συμβολή της οδού Μακεδονίας με τη Λεωφ. Αναλήψεως. ,2020-01-25 17:30:42+00:00,nrl
1220213497948246020,«Λίφτινγκ» στο ηλεκτρονικό εισιτήριο του ΟΑΣΑ | Ελλάδα | Η ΚΑΘΗΜΕΡΙΝΗ ,2020-01-23 05:15:43+00:00,nrl
1219965813039534082,Εν τω μεταξύ το 11 φτάνει στην στάση σε 14 λεπτά εδώ και 10 λεπτά ΓΑΜΩ ΤΟΝ ΟΑΣΑ ΓΑΜΩ,2020-01-22 12:51:30+00:00,neg
1219873590579007488,Δυνατότητα φόρτισης και των απρόσωπων καρτών μέσω διαδικτύου και έξυπνων κινητών #οασα #εισιτηριο,2020-01-22 06:45:02+00:00,nrl
1215630062076211200,"Επιτέλους ο ΟΑΣΑ περνά στη σύγχρονη εποχή! Ε, τουλάχιστον όσον αφορά την ανακαίνιση των γραφείων. ",2020-01-10 13:42:46+00:00,pos
1213409775465254912,Γιατί να μη συνδυάσω δλδ γκρι παντελόνι με γαλάζιο μπλουζακι; Επειδή θα μοιάζω με οδηγός του ΟΑΣΑ;,2020-01-04 10:40:09+00:00,nrl
1212671854571335680,Μαθήματα κατά της ξενοφοβίας στους εργαζόμενους του ΟΑΣΑ #economixGR,2020-01-02 09:47:55+00:00,nrl
1223376269682921477,"Εγω παιδια δεν μπαινω συχνα στα ΜΜΜ αλλα να ρωτησω κατι, πως γινεται σημερα να περιμεναν ταυτοχρονα ολοι μαζι οι γιατροι το μετρο στο Μοναστηρακι;",2020-01-31 22:43:26+00:00,nrl
1223171054836813824,"μμμ, καταλάβαμε, καταλάβαμε..",2020-01-31 09:07:59+00:00,irr
1222827729466331136,"στις προηγούμενες εννιά φορές που ο εγκληματίας που έκλεβε επιβάτες είχε συλληφθεί, δεν ξέρουμε αν γύρισε με ΜΜΜ (να κλέψει και κάτι στο δρόμο) ή αν έκανε περιπολικό χρέη ταξιτζή ",2020-01-30 10:23:44+00:00,nrl
1222782396665409536,Its a thing πλέον οι ιατρικές μάσκες στα ΜΜΜ,2020-01-30 07:23:36+00:00,nrl
1222508505728462848,Στα μμμ καλο ειναι προληπτικα να φοραμε μασκα με τοσες ιωσεις που κυκλοφορουν και με μηδενικο αερισμο,2020-01-29 13:15:15+00:00,nrl
1222452923004850176,|￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣| | ΜΗ ΜΠΑΙΝΕΤΕ ΣΤΑ ΜΜΜ | | ΠΡΙΝ ΒΓΕΙ Ο ΚΟΣΜΟΣ | | ΘΑ ΤΡΩΤΕ ΚΛΩΤΣΙΕΣ | |＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿| (\__/) || (•ㅅ•) || / づ,2020-01-29 09:34:23+00:00,irr
1222090985523613698,"Έρχομαι με το αυτοκίνητο στην δουλειά γιατί βαρέθηκα τα ΜΜΜ. Πλέον με την κίνηση κάνω όμως σχεδόν την ίδια ώρα με πολλαπλάσια έξοδα. Οπότε σκέφτομαι να ξαναγυρίσω, τουλάχιστον θα διαβάζω και περισσότερα βιβλία έτσι.",2020-01-28 09:36:10+00:00,pos
1221873698040315904,Μμμ έχει μούντζα και παει και για γάμο? Κοφτε τον #masterchefGR,2020-01-27 19:12:45+00:00,irr
1221489552709357571,"στην αλλη τη φρικη που λεγεται ΜΜΜ εκτος απο τη συσσωρευμενη βρωμα δρκαετιων, η πιθανοτητα να κοψεις κανα χερι απο σιδερα που χασκουν παντου ειναι 99% ",2020-01-26 17:46:18+00:00,neg
1220976300745273344,"Ποιος στον -μπιπ- είναι ο Χαριτόπουλος & ο κάθε μπαρμπαχαριτοπουλος που κάθεστε και αναλώνεστε; Θέλετε γνωμαρες μακακιας μεγατόνων; Μπάτε σε τυχαίο καφενείο και στήστε αφτακι, καθιστε σε ουρές, παρτε ΜΜΜ. Αυτόν γιατί τον κανετε φίρμα; &amp; ο Θυμιος ο περιπτεράς αν θέλει γράφει.",2020-01-25 07:46:49+00:00,nrl
1219970822447751168,Μμμ...θα περιμένω λίγο ακόμα να μου πεις από ότι φαίνεται...,2020-01-22 13:11:24+00:00,irr
1219761559808798720,Has there been a cat-based fraternity or sorority named ΜΜΜ?,2020-01-21 23:19:52+00:00,irr
1219718550857945089,ΜΜΜ ΤΙ ΜΑΣ ΤΟΝ ΘΥΜΙΣΑΤΕ ΤΟΝ ΓΛΙΤΣΑ #erwtasmeta,2020-01-21 20:28:58+00:00,irr
1219642542607818752,#shoppingstar μμμ καλούς βαθμούς πήρε..,2020-01-21 15:26:56+00:00,irr
1219339857157394433,"Αποβράσματα όσοι δεν πληρώνουν εισιτήριο στα ΜΜΜ, κανονικότητα η βασιλόπιτα των 12.000 ευρώ του Βορίδη. #κυβερνηση_τσίρκο",2020-01-20 19:24:10+00:00,neg
1219139346655334400,"Τι θα γίνει με την υπέρμετρη φορολογία στα καύσιμα;Ούτε να μετακινηθούμε μπορούμε,ούτε να ζεσταθούμε.Και να είχε η Ελλάδα τα ΜΜΜ της Αυστρίας να τα χρησιμοποιήσω,αλλά από ανά 5 λεπτά δρομολόγιο το λεωφορείο,έχει πάει στα 16 λεπτά.Με την κίνηση 22...@kyranakis @AdonisGeorgiadi",2020-01-20 06:07:25+00:00,neg
1218588557478191106,κουδουνίστρα γίνεται το μμμ όταν ο δρόμος δεν είναι δρόμος,2020-01-18 17:38:47+00:00,neg
1218230123624833024,Μμμ τα ιδια λεει και η γκιωσσα η Τέιλορ. Οσα δε φτανει η αλεπού...,2020-01-17 17:54:29+00:00,irr
1217694038738055168,"Προοδευτική βελτίωση της κίνησης στα ΜΜΜ στη Γαλλία Το άγχος των επιβατών όμως παραμένει, μετά από ενάμιση μήνα ταλαιπωρίας λόγω #sncfgreve Περισσότεροι από πριν οι υπάλληλοι που βοηθούν την επιβίβαση κ οι ελεγκτές έχουν καιρό να φανούν Προσεγμένη επικοινωνιακή πολιτική η #SNCF",2020-01-16 06:24:17+00:00,pos
1217072558421487616,Δεν ξαναπληρώνουμε εισητήριο στα ΜΜΜ. Αν μας πιάσουν λέμε να πληρώσουμε επιτόπου ή στο τέλος της διαδρόμης. Αν δεν δέχεται ο ελεγκτής τον καταγγέλουμε για ρατσισμό. Παράλογο? ,2020-01-14 13:14:44+00:00,neg
1217005964584529920,Πρώτα η mitsotakis-friendly μετονομασία σταθμών τώρα η αφίσα κατά των αμβλώσεων. Μέσο υπόγειας προπαγάνδας το χουν κάνει το μμμ.,2020-01-14 08:50:07+00:00,neg
1216985428651364352,"Ένα από τα μαθήματα που θα έπρεπε να διδάσκεται στα σχολεία είναι πώς χρησιμοποιουνται τα ΜΜΜ χωρίς να είμαστε Ουνοι, γύφτοι, μπαστουνοβλαχοι! Άποψη μου!!",2020-01-14 07:28:31+00:00,neg
1216735196608978948,1-. Περί αφίσας στα ΜΜΜ. Πολύ σωστά στην Ελλάδα οι γυναίκες έχουν έλεγχο του σωματός τους. Αλλά η κουλτούρα της έκτρωσης ως μέσου αντισύλληψης είναι καταστροφική στην καλύτερη περίπτωση... Χιλιαδες γυναίκες αποκτούν έτσι προβλήματα γονιμότητας συχνά αξεπέραστα &gt;&gt;&gt;,2020-01-13 14:54:11+00:00,nrl
1215736961534701570,Παιδια παρτακι κανατε εκεινο το βραδυ ολοι μαζι εξω?? Μμμ.... #tokafetisxaras,2020-01-10 20:47:33+00:00,irr
1215335930405572610,Όταν λένε θεολογικη Βοστώνης εννοούν το ίδρυμα του τιμίου σταυρου που έδινε υποτροφίες το ΙΚΥ όπου ηθελε; Μμμ;,2020-01-09 18:14:00+00:00,irr
1214656004299935747,ΜΜΜ ΘΑ ΕΜΦΑΝΙΣΤΕΙ ΚΑΙ ΤΟ ΣΙΧΑΜΑ ΑΥΡΙΟ;;; ΤΑ ΠΙΑΣΑΜΕ ΤΑ ΛΕΦΤΑ ΜΑΣ!! #erwtasmeta,2020-01-07 21:12:13+00:00,irr
1214322467101126657,Μμμ σε ποια διάσημη θα έδινα κάτσε να σκεφτώ,2020-01-06 23:06:51+00:00,irr
1213883693149958148,Τα δρομολόγια των ΜΜΜ για τα Θεοφάνεια ,2020-01-05 18:03:19+00:00,nrl
1213875795673931779," Ποιοι δρόμοι θα κλείσουν, τι ισχύει για τα ΜΜΜ, καταστήματα &amp; τράπεζες! #ipopgr",2020-01-05 17:31:57+00:00,nrl
1213573169497411585,"Ο μπουμπούκος λέει ότι φτάνουν τα 200€/μήνα για έναν άνθρωπο. Κοίτα, φίλε μπουμπούκο, Ενοίκιο 45τμ (τώρα με τα AirBnB) 300€ ΔΕΗ - νερό (με τις υπέρογκες χρεώσεις του Δήμου) 150€ Τηλέφωνα-ίντερνετ (έτσι όπως το κάνατε καρτέλ) 50€ Κάρτα ΜΜΜ 30€",2020-01-04 21:29:25+00:00,nrl
1212836994298122240,Όταν ξεκινήσουν τα τουι για σεξ στα ΜΜΜ θα αποχωρήσω από τουτο το μέσο.,2020-01-02 20:44:07+00:00,nrl
1223376568468365313,Προσοχή όσοι χρησιμοποιούν το λεωφορείο 217 ( ΔΑΦΝΗ - ΠΕΙΡΑΙΑΣ ) ,2020-01-31 22:44:37+00:00,nrl
1223371570288050176,Λεωφορείο δεν έρχεται σε αυτή τη στάση.,2020-01-31 22:24:46+00:00,nrl
1223340070721200128,Ο άλλος άρχισε το κάπνισμα για να έρθει το λεωφορείο,2020-01-31 20:19:36+00:00,neg
1223247967131336705,"Λέει 都営バス το λεωφορείο, το バス είναι ξεκάθαρα ιαπωνικό αλφάβητο, πώς βγαίνει στο συμπέρασμα ότι είναι κινέζος κ ότι συμβαίνει τώρα ",2020-01-31 14:13:36+00:00,irr
1223229743639748608,"Όταν δεν έχω τι να κάνω ,μπαίνω σε γεμάτο λεωφορείο με την μάσκα μου ,βήχω και σηκώνοντας την μάσκα λέω.Τι το ήθελα το ταξίδι στην Κίνα. Και κάπως έτσι η κυκλοφορία με λεωφορεία του #οασθ γίνεται άνετη! #κοροναιος",2020-01-31 13:01:12+00:00,neg
1222994881188179970,"Αυτόν που βρήκαν με τον Κοροναϊό στη Θεσσαλονίκη ας τον βάλουν σε ένα λεωφορείο του ΟΑΣΘ. Εκεί μέσα τίποτα δεν επιβιώνει, θα ψοφήσει και ο ιός.",2020-01-30 21:27:56+00:00,neg
1222976547944005632,Μου αρέσει που φοράτε μάσκες μέσα στα λεοφωρεια του ΟΑΣΘ που κάθε μέρα μόνο γλωσσόφιλα δεν ανταλλάζουμε μεσα στο λεωφορείο που είμαστε σαν σαρδέλες. #κοροναιος,2020-01-30 20:15:05+00:00,neg
1222845346143002624,να σας πω για εκείνη τη φορά που θα πήγαινα γυμναστήριο αλλά έχασα το λεωφορείο,2020-01-30 11:33:44+00:00,nrl
1222778729568636934,"Πάντα προσπαθώ να μπω στη θέση του άλλου,ειδικά στο λεωφορείο.",2020-01-30 07:09:01+00:00,nrl
1222618026253656064,Πρέπει να έσπασα φετινό ατομικό ρεκόρ σε 100αρι για να προλάβω το λεωφορείο.,2020-01-29 20:30:27+00:00,nrl
1222596822339813377,Αν δεν παρεις λεωφορειο στην Ινδια δεν εχεις παει Ινδια. Αν δεν παρεις αστικο στη Θεσσαλονικη δεν εχεις παει Θεσσαλονικη,2020-01-29 19:06:11+00:00,nrl
1222591572048515073,Όταν βαριέμαι φοράω χειρουργική μάσκα μπαίνω στο λεωφορείο και λέω τι το ήθελα αυτό το ταξίδι στην Κίνα #coronarovirus,2020-01-29 18:45:20+00:00,nrl
1222539437327908866,Μία γυναίκα που εργάζεται ως ξεναγός σε τουριστικό λεωφορείο στην Ιαπωνία βρέθηκε θετική. #coronavirus #wuhanvirus #κοροναϊός #Κίνα,2020-01-29 15:18:10+00:00,irr
1222494344353132544,"Έεεε,ή ή ξεφύγατε όλοι εδώ μέσα,ή σε λάθος λεωφορείο μπήκα,ή βαρέσατε μπιέλα ελλείψει οργασμού.",2020-01-29 12:18:59+00:00,nrl
1222442337240080384,"Μπήκα στο λεωφορείο και ανακάλυψα ότι ξέχασα την κάρτα απεριόριστων διαδρομών. Μην τυχόν και με πλησιάσει ελεγκτής, θα χωριστεί η χώρα στα δύο. #ελλαδισταν #λευτερια_στον_παοκ #δεν_εκβιαζω_κανεναν",2020-01-29 08:52:19+00:00,neg
1222441598199435265,"Πήρα λεωφορείο, μετρό, τραμ, ανέβηκα σκάλες, κατέβηκα σκάλες για να πάρει ο άλλος το αυτοκίνητο μου και να μου πει ότι μου έκανε καλό η πρωινή γυμναστική.",2020-01-29 08:49:23+00:00,nrl
1222237581787783169,"""Να δεις που ανάψω τσιγάρο, θα έρθει το λεωφορείο"", σκέφτομαι και καταλήγω να κάνω μισό πακέτο",2020-01-28 19:18:42+00:00,neg
1222162391430881286,Άμα δείτε και αρταρω συνέχεια το λεωφορείο περνάει από λακκούβες.,2020-01-28 14:19:55+00:00,nrl
1222122618796617730,Έχω έναν φίλο Κινέζο που τον παίρνω μαζί στο λεωφορείο για να βρω θέση να κάτσω.,2020-01-28 11:41:52+00:00,nrl
